Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2020,2020,FEB,FEB,883,Other,Office of Field Operations,all,all
2021,2021,FEB,FEB,303,Other,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),FEB,FEB,"1,506",Other,Office of Field Operations,all,all
2019,2019,JAN,JAN,"2,670",Other,Office of Field Operations,all,all
2020,2020,JAN,JAN,"1,209",Other,Office of Field Operations,all,all
2021,2021,JAN,JAN,255,Other,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),JAN,JAN,"1,850",Other,Office of Field Operations,all,all
2019,2019,DEC,DEC,"2,949",Other,Office of Field Operations,all,all
2020,2020,DEC,DEC,"1,653",Other,Office of Field Operations,all,all
2021,2021,DEC,DEC,222,Other,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"3,575",Other,Office of Field Operations,all,all
2019,2019,NOV,NOV,"2,709",Other,Office of Field Operations,all,all
2020,2020,NOV,NOV,"2,162",Other,Office of Field Operations,all,all
2021,2021,NOV,NOV,181,Other,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"2,781",Other,Office of Field Operations,all,all
2019,2019,OCT,OCT,"2,418",Other,Office of Field Operations,all,all
2020,2020,OCT,OCT,"2,879",Other,Office of Field Operations,all,all
2021,2021,OCT,OCT,112,Other,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"2,377",Other,Office of Field Operations,all,all
2019,2019,SEP,SEP,"2,998",Other,Office of Field Operations,all,Title 8
2020,2020,SEP,SEP,58,Other,Office of Field Operations,all,Title 8
2021,2021,SEP,SEP,"2,119",Other,Office of Field Operations,all,Title 8
2019,2019,AUG,AUG,"3,887",Other,Office of Field Operations,all,Title 8
2020,2020,AUG,AUG,54,Other,Office of Field Operations,all,Title 8
2021,2021,AUG,AUG,"2,265",Other,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,"9,693",Other,Office of Field Operations,all,Title 8
2019,2019,JUL,JUL,"3,314",Other,Office of Field Operations,all,Title 8
2020,2020,JUL,JUL,52,Other,Office of Field Operations,all,Title 8
2021,2021,JUL,JUL,"1,814",Other,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,"7,904",Other,Office of Field Operations,all,Title 8
2019,2019,JUN,JUN,"3,671",Other,Office of Field Operations,all,Title 8
2020,2020,JUN,JUN,51,Other,Office of Field Operations,all,Title 8
2021,2021,JUN,JUN,"1,081",Other,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,"6,907",Other,Office of Field Operations,all,Title 8
2019,2019,MAY,MAY,"4,752",Other,Office of Field Operations,all,Title 8
2020,2020,MAY,MAY,45,Other,Office of Field Operations,all,Title 8
2021,2021,MAY,MAY,703,Other,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,"6,970",Other,Office of Field Operations,all,Title 8
2019,2019,APR,APR,"3,967",Other,Office of Field Operations,all,Title 8
2020,2020,APR,APR,23,Other,Office of Field Operations,all,Title 8
2021,2021,APR,APR,656,Other,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,"23,869",Other,Office of Field Operations,all,Title 8
2019,2019,MAR,MAR,"3,450",Other,Office of Field Operations,all,Title 8
2020,2020,MAR,MAR,597,Other,Office of Field Operations,all,Title 8
2021,2021,MAR,MAR,494,Other,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,"5,154",Other,Office of Field Operations,all,Title 8
2019,2019,FEB,FEB,"2,699",Other,Office of Field Operations,all,Title 8
2020,2020,FEB,FEB,883,Other,Office of Field Operations,all,Title 8
2021,2021,FEB,FEB,236,Other,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,"1,441",Other,Office of Field Operations,all,Title 8
2019,2019,JAN,JAN,"2,670",Other,Office of Field Operations,all,Title 8
2020,2020,JAN,JAN,"1,209",Other,Office of Field Operations,all,Title 8
2021,2021,JAN,JAN,191,Other,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,"1,778",Other,Office of Field Operations,all,Title 8
2019,2019,DEC,DEC,"2,949",Other,Office of Field Operations,all,Title 8
2020,2020,DEC,DEC,"1,653",Other,Office of Field Operations,all,Title 8
2021,2021,DEC,DEC,137,Other,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,"3,485",Other,Office of Field Operations,all,Title 8
2019,2019,NOV,NOV,"2,709",Other,Office of Field Operations,all,Title 8
2020,2020,NOV,NOV,"2,162",Other,Office of Field Operations,all,Title 8
2021,2021,NOV,NOV,107,Other,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,"2,707",Other,Office of Field Operations,all,Title 8
2019,2019,OCT,OCT,"2,418",Other,Office of Field Operations,all,Title 8
2020,2020,OCT,OCT,"2,879",Other,Office of Field Operations,all,Title 8
2021,2021,OCT,OCT,62,Other,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,"2,338",Other,Office of Field Operations,all,Title 8
2020,2020,SEP,SEP,41.0,Other,Office of Field Operations,all,Title 42
2021,2021,SEP,SEP,47.0,Other,Office of Field Operations,all,Title 42
2020,2020,AUG,AUG,60.0,Other,Office of Field Operations,all,Title 42
2021,2021,AUG,AUG,70.0,Other,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,86.0,Other,Office of Field Operations,all,Title 42
2020,2020,JUL,JUL,29.0,Other,Office of Field Operations,all,Title 42
2021,2021,JUL,JUL,98.0,Other,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),JUL,JUL,92.0,Other,Office of Field Operations,all,Title 42
2020,2020,JUN,JUN,63.0,Other,Office of Field Operations,all,Title 42
2021,2021,JUN,JUN,102.0,Other,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),JUN,JUN,109.0,Other,Office of Field Operations,all,Title 42
2020,2020,MAY,MAY,28.0,Other,Office of Field Operations,all,Title 42
2021,2021,MAY,MAY,79.0,Other,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,219.0,Other,Office of Field Operations,all,Title 42
2020,2020,APR,APR,13.0,Other,Office of Field Operations,all,Title 42
2021,2021,APR,APR,75.0,Other,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,150.0,Other,Office of Field Operations,all,Title 42
2021,2021,MAR,MAR,92.0,Other,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,100.0,Other,Office of Field Operations,all,Title 42
2021,2021,FEB,FEB,67.0,Other,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,65.0,Other,Office of Field Operations,all,Title 42
2021,2021,JAN,JAN,64.0,Other,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,72.0,Other,Office of Field Operations,all,Title 42
2021,2021,DEC,DEC,85.0,Other,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,90.0,Other,Office of Field Operations,all,Title 42
2021,2021,NOV,NOV,74.0,Other,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,74.0,Other,Office of Field Operations,all,Title 42
2021,2021,OCT,OCT,50.0,Other,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,39.0,Other,Office of Field Operations,all,Title 42
2019,2019,SEP,SEP,2.00,Other,Office of Field Operations,Accompanied Minors,all
2020,2020,SEP,SEP,5.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,SEP,SEP,9.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,AUG,AUG,1.00,Other,Office of Field Operations,Accompanied Minors,all
2020,2020,AUG,AUG,13.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,AUG,AUG,15.00,Other,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),AUG,AUG,17.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,JUL,JUL,7.00,Other,Office of Field Operations,Accompanied Minors,all
2020,2020,JUL,JUL,4.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,JUL,JUL,17.00,Other,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),JUL,JUL,19.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,JUN,JUN,3.00,Other,Office of Field Operations,Accompanied Minors,all
2020,2020,JUN,JUN,17.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,JUN,JUN,19.00,Other,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),JUN,JUN,24.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,MAY,MAY,5.00,Other,Office of Field Operations,Accompanied Minors,all
2020,2020,MAY,MAY,7.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,MAY,MAY,9.00,Other,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),MAY,MAY,68.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,APR,APR,8.00,Other,Office of Field Operations,Accompanied Minors,all
2020,2020,APR,APR,1.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,APR,APR,8.00,Other,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),APR,APR,64.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,MAR,MAR,4.00,Other,Office of Field Operations,Accompanied Minors,all
2020,2020,MAR,MAR,2.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,MAR,MAR,13.00,Other,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),MAR,MAR,25.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,FEB,FEB,2.00,Other,Office of Field Operations,Accompanied Minors,all
2020,2020,FEB,FEB,3.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,FEB,FEB,1.00,Other,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),FEB,FEB,11.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,JAN,JAN,3.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,JAN,JAN,7.00,Other,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),JAN,JAN,16.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,DEC,DEC,0.00,Other,Office of Field Operations,Accompanied Minors,all
2020,2020,DEC,DEC,4.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,DEC,DEC,3.00,Other,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),DEC,DEC,17.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,NOV,NOV,2.00,Other,Office of Field Operations,Accompanied Minors,all
2020,2020,NOV,NOV,1.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,NOV,NOV,8.00,Other,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),NOV,NOV,12.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,OCT,OCT,5.00,Other,Office of Field Operations,Accompanied Minors,all
2020,2020,OCT,OCT,8.00,Other,Office of Field Operations,Accompanied Minors,all
2021,2021,OCT,OCT,5.00,Other,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),OCT,OCT,4.00,Other,Office of Field Operations,Accompanied Minors,all
2019,2019,SEP,SEP,2.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,SEP,SEP,1.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,SEP,SEP,2.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,AUG,AUG,1.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,AUG,AUG,,Other,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,AUG,AUG,2.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,6.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,JUL,JUL,7.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,JUL,JUL,,Other,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,JUL,JUL,1.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,4.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,JUN,JUN,3.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,JUN,JUN,,Other,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,JUN,JUN,1.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,8.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,MAY,MAY,5.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,MAY,MAY,,Other,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,MAY,MAY,1.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,4.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,APR,APR,8.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,APR,APR,,Other,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,APR,APR,1.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,34.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,MAR,MAR,4.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,MAR,MAR,2.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,MAR,MAR,2.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,7.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,FEB,FEB,2.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,FEB,FEB,3.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,2.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,JAN,JAN,3.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,JAN,JAN,1.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,2.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,DEC,DEC,0.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,DEC,DEC,4.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,4.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,NOV,NOV,2.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,NOV,NOV,1.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,2.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2019,2019,OCT,OCT,5.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,OCT,OCT,8.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,2.00,Other,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,SEP,SEP,4.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,SEP,SEP,7.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,AUG,AUG,13.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,AUG,AUG,13.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,11.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,JUL,JUL,4.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,JUL,JUL,16.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),JUL,JUL,15.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,JUN,JUN,17.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,JUN,JUN,18.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),JUN,JUN,16.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,MAY,MAY,7.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,MAY,MAY,8.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,64.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,APR,APR,1.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,APR,APR,7.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,30.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,MAR,MAR,11.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,18.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,FEB,FEB,1.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,9.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,JAN,JAN,6.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,14.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,DEC,DEC,3.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,13.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,NOV,NOV,8.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,10.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,OCT,OCT,5.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,2.00,Other,Office of Field Operations,Accompanied Minors,Title 42
2019,2019,SEP,SEP,888,Other,Office of Field Operations,FMUA,all
2020,2020,SEP,SEP,18,Other,Office of Field Operations,FMUA,all
2021,2021,SEP,SEP,996,Other,Office of Field Operations,FMUA,all
2019,2019,AUG,AUG,"1,051",Other,Office of Field Operations,FMUA,all
2020,2020,AUG,AUG,27,Other,Office of Field Operations,FMUA,all
2021,2021,AUG,AUG,710,Other,Office of Field Operations,FMUA,all
2022 (FYTD),2022 (FYTD),AUG,AUG,"5,817",Other,Office of Field Operations,FMUA,all
2019,2019,JUL,JUL,"1,095",Other,Office of Field Operations,FMUA,all
2020,2020,JUL,JUL,15,Other,Office of Field Operations,FMUA,all
2021,2021,JUL,JUL,666,Other,Office of Field Operations,FMUA,all
2022 (FYTD),2022 (FYTD),JUL,JUL,"4,359",Other,Office of Field Operations,FMUA,all
2019,2019,JUN,JUN,"1,151",Other,Office of Field Operations,FMUA,all
2020,2020,JUN,JUN,23,Other,Office of Field Operations,FMUA,all
2021,2021,JUN,JUN,460,Other,Office of Field Operations,FMUA,all
2022 (FYTD),2022 (FYTD),JUN,JUN,"4,315",Other,Office of Field Operations,FMUA,all
2019,2019,MAY,MAY,"1,352",Other,Office of Field Operations,FMUA,all
2020,2020,MAY,MAY,17,Other,Office of Field Operations,FMUA,all
2021,2021,MAY,MAY,345,Other,Office of Field Operations,FMUA,all
2022 (FYTD),2022 (FYTD),MAY,MAY,"4,213",Other,Office of Field Operations,FMUA,all
2019,2019,APR,APR,"1,185",Other,Office of Field Operations,FMUA,all
2020,2020,APR,APR,4,Other,Office of Field Operations,FMUA,all
2021,2021,APR,APR,406,Other,Office of Field Operations,FMUA,all
2022 (FYTD),2022 (FYTD),APR,APR,"14,937",Other,Office of Field Operations,FMUA,all
2019,2019,MAR,MAR,971,Other,Office of Field Operations,FMUA,all
2020,2020,MAR,MAR,265,Other,Office of Field Operations,FMUA,all
2021,2021,MAR,MAR,302,Other,Office of Field Operations,FMUA,all
2022 (FYTD),2022 (FYTD),MAR,MAR,"2,946",Other,Office of Field Operations,FMUA,all
2019,2019,FEB,FEB,973,Other,Office of Field Operations,FMUA,all
2020,2020,FEB,FEB,324,Other,Office of Field Operations,FMUA,all
2021,2021,FEB,FEB,125,Other,Office of Field Operations,FMUA,all
2022 (FYTD),2022 (FYTD),FEB,FEB,811,Other,Office of Field Operations,FMUA,all
2019,2019,JAN,JAN,901,Other,Office of Field Operations,FMUA,all
2020,2020,JAN,JAN,432,Other,Office of Field Operations,FMUA,all
2021,2021,JAN,JAN,112,Other,Office of Field Operations,FMUA,all
2022 (FYTD),2022 (FYTD),JAN,JAN,901,Other,Office of Field Operations,FMUA,all
2019,2019,DEC,DEC,993,Other,Office of Field Operations,FMUA,all
2020,2020,DEC,DEC,710,Other,Office of Field Operations,FMUA,all
2021,2021,DEC,DEC,60,Other,Office of Field Operations,FMUA,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"1,602",Other,Office of Field Operations,FMUA,all
2019,2019,NOV,NOV,"1,037",Other,Office of Field Operations,FMUA,all
2020,2020,NOV,NOV,642,Other,Office of Field Operations,FMUA,all
2021,2021,NOV,NOV,57,Other,Office of Field Operations,FMUA,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"1,170",Other,Office of Field Operations,FMUA,all
2019,2019,OCT,OCT,"1,010",Other,Office of Field Operations,FMUA,all
2020,2020,OCT,OCT,784,Other,Office of Field Operations,FMUA,all
2021,2021,OCT,OCT,19,Other,Office of Field Operations,FMUA,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"1,020",Other,Office of Field Operations,FMUA,all
2019,2019,SEP,SEP,888,Other,Office of Field Operations,FMUA,Title 8
2020,2020,SEP,SEP,18,Other,Office of Field Operations,FMUA,Title 8
2021,2021,SEP,SEP,996,Other,Office of Field Operations,FMUA,Title 8
2019,2019,AUG,AUG,"1,051",Other,Office of Field Operations,FMUA,Title 8
2020,2020,AUG,AUG,27,Other,Office of Field Operations,FMUA,Title 8
2021,2021,AUG,AUG,710,Other,Office of Field Operations,FMUA,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,"5,817",Other,Office of Field Operations,FMUA,Title 8
2019,2019,JUL,JUL,"1,095",Other,Office of Field Operations,FMUA,Title 8
2020,2020,JUL,JUL,15,Other,Office of Field Operations,FMUA,Title 8
2021,2021,JUL,JUL,666,Other,Office of Field Operations,FMUA,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,"4,359",Other,Office of Field Operations,FMUA,Title 8
2019,2019,JUN,JUN,"1,151",Other,Office of Field Operations,FMUA,Title 8
2020,2020,JUN,JUN,23,Other,Office of Field Operations,FMUA,Title 8
2021,2021,JUN,JUN,460,Other,Office of Field Operations,FMUA,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,"4,315",Other,Office of Field Operations,FMUA,Title 8
2019,2019,MAY,MAY,"1,352",Other,Office of Field Operations,FMUA,Title 8
2020,2020,MAY,MAY,17,Other,Office of Field Operations,FMUA,Title 8
2021,2021,MAY,MAY,345,Other,Office of Field Operations,FMUA,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,"4,213",Other,Office of Field Operations,FMUA,Title 8
2019,2019,APR,APR,"1,185",Other,Office of Field Operations,FMUA,Title 8
2020,2020,APR,APR,4,Other,Office of Field Operations,FMUA,Title 8
2021,2021,APR,APR,406,Other,Office of Field Operations,FMUA,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,"14,937",Other,Office of Field Operations,FMUA,Title 8
2019,2019,MAR,MAR,971,Other,Office of Field Operations,FMUA,Title 8
2020,2020,MAR,MAR,265,Other,Office of Field Operations,FMUA,Title 8
2021,2021,MAR,MAR,302,Other,Office of Field Operations,FMUA,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,"2,946",Other,Office of Field Operations,FMUA,Title 8
2019,2019,FEB,FEB,973,Other,Office of Field Operations,FMUA,Title 8
2020,2020,FEB,FEB,324,Other,Office of Field Operations,FMUA,Title 8
2021,2021,FEB,FEB,125,Other,Office of Field Operations,FMUA,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,811,Other,Office of Field Operations,FMUA,Title 8
2019,2019,JAN,JAN,901,Other,Office of Field Operations,FMUA,Title 8
2020,2020,JAN,JAN,432,Other,Office of Field Operations,FMUA,Title 8
2021,2021,JAN,JAN,112,Other,Office of Field Operations,FMUA,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,901,Other,Office of Field Operations,FMUA,Title 8
2019,2019,DEC,DEC,993,Other,Office of Field Operations,FMUA,Title 8
2020,2020,DEC,DEC,710,Other,Office of Field Operations,FMUA,Title 8
2021,2021,DEC,DEC,60,Other,Office of Field Operations,FMUA,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,"1,602",Other,Office of Field Operations,FMUA,Title 8
2019,2019,NOV,NOV,"1,037",Other,Office of Field Operations,FMUA,Title 8
2020,2020,NOV,NOV,642,Other,Office of Field Operations,FMUA,Title 8
2021,2021,NOV,NOV,57,Other,Office of Field Operations,FMUA,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,"1,170",Other,Office of Field Operations,FMUA,Title 8
2019,2019,OCT,OCT,"1,010",Other,Office of Field Operations,FMUA,Title 8
2020,2020,OCT,OCT,784,Other,Office of Field Operations,FMUA,Title 8
2021,2021,OCT,OCT,19,Other,Office of Field Operations,FMUA,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,"1,020",Other,Office of Field Operations,FMUA,Title 8
2019,2019,SEP,SEP,"2,082",Other,Office of Field Operations,Single Adults,all
2020,2020,SEP,SEP,75,Other,Office of Field Operations,Single Adults,all
2021,2021,SEP,SEP,"1,148",Other,Office of Field Operations,Single Adults,all
2019,2019,AUG,AUG,"2,805",Other,Office of Field Operations,Single Adults,all
2020,2020,AUG,AUG,69,Other,Office of Field Operations,Single Adults,all
2021,2021,AUG,AUG,"1,589",Other,Office of Field Operations,Single Adults,all
2022 (FYTD),2022 (FYTD),AUG,AUG,"3,909",Other,Office of Field Operations,Single Adults,all
2019,2019,JUL,JUL,"2,187",Other,Office of Field Operations,Single Adults,all
2020,2020,JUL,JUL,61,Other,Office of Field Operations,Single Adults,all
2021,2021,JUL,JUL,"1,220",Other,Office of Field Operations,Single Adults,all
2022 (FYTD),2022 (FYTD),JUL,JUL,"3,597",Other,Office of Field Operations,Single Adults,all
2019,2019,JUN,JUN,"2,496",Other,Office of Field Operations,Single Adults,all
2020,2020,JUN,JUN,73,Other,Office of Field Operations,Single Adults,all
2021,2021,JUN,JUN,703,Other,Office of Field Operations,Single Adults,all
2022 (FYTD),2022 (FYTD),JUN,JUN,"2,653",Other,Office of Field Operations,Single Adults,all
2019,2019,MAY,MAY,"3,371",Other,Office of Field Operations,Single Adults,all
2020,2020,MAY,MAY,49,Other,Office of Field Operations,Single Adults,all
2021,2021,MAY,MAY,420,Other,Office of Field Operations,Single Adults,all
2022 (FYTD),2022 (FYTD),MAY,MAY,"2,884",Other,Office of Field Operations,Single Adults,all
2019,2019,APR,APR,"2,740",Other,Office of Field Operations,Single Adults,all
2020,2020,APR,APR,31,Other,Office of Field Operations,Single Adults,all
2021,2021,APR,APR,305,Other,Office of Field Operations,Single Adults,all
2022 (FYTD),2022 (FYTD),APR,APR,"8,902",Other,Office of Field Operations,Single Adults,all
2019,2019,MAR,MAR,"2,443",Other,Office of Field Operations,Single Adults,all
2020,2020,MAR,MAR,324,Other,Office of Field Operations,Single Adults,all
